feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
TMEM120B	Bloody_Swab	Yes	1.2564472825131	0.615330284987097	0.04588146783173	0.676118317373102	CPLM	1.168	58	18	69
CYP4B1	Bloody_Swab	Yes	1.00789355815141	0.496380007102904	0.0470661259814864	0.68104117233452	CPLM	1.559	58	38	34
ADGB	Bloody_Swab	Yes	1.01548026466001	0.498860031524364	0.0465323872611719	0.68104117233452	CPLM	1.234	58	26	55
DNAAF3	Bloody_Swab	Yes	1.04000714664262	0.512007668469879	0.0469879653175535	0.68104117233452	CPLM	1.235	58	21	64
ALDH1A1	Bloody_Swab	Yes	0.745037110636735	0.370043434843777	0.0488906096649008	0.703205056377794	CPLM	1.564	58	46	21
MUC1	Bloody_Swab	Yes	-1.34001899045196	0.666571679777729	0.0492235237120768	0.703779190216717	CPLM	1.43	58	42	28
CES1	Bloody_Swab	Yes	1.2440204991701	0.621535205399541	0.0501895007145444	0.708954867657081	CPLM	1.425	58	25	57
EFHB	Bloody_Swab	Yes	1.31391986071532	0.65654158973685	0.0502176932887851	0.708954867657081	CPLM	1.351	58	21	64
UCKL1AS1	Bloody_Swab	Yes	1.08096246255054	0.541468624518011	0.050766127076194	0.708954867657081	CPLM	1.227	58	20	66
C21orf58	Bloody_Swab	Yes	1.11654236703278	0.558968770510449	0.0506373907937767	0.708954867657081	CPLM	1.243	58	20	66
PIP4K2A	Bloody_Swab	Yes	1.10471404720215	0.554979880451917	0.051419632389467	0.709827339077585	CPLM	1.01	58	19	67
ARPC5	Bloody_Swab	Yes	-2.24626590943101	1.1283589608752	0.0513982354654499	0.709827339077585	CPLM	1.141	58	30	48
EPS8L1	Bloody_Swab	Yes	-2.33741961287597	1.18361305702548	0.0532269805055034	0.719953490787351	CPLM	1.521	58	36	38
C9orf24	Bloody_Swab	Yes	1.070533666718	0.543740021181359	0.0539286391346178	0.719953490787351	CPLM	1.592	58	34	41
REV3L	Bloody_Swab	Yes	1.32765448259055	0.675703565574417	0.0544004506008005	0.719953490787351	CPLM	1.246	58	27	53
DZIP3	Bloody_Swab	Yes	1.01960175515224	0.517283356019503	0.0536654696999056	0.719953490787351	CPLM	1.476	58	32	45
AL033397.1	Bloody_Swab	Yes	1.43714348747915	0.73189899658656	0.0545510138731465	0.719953490787351	CPLM	1.314	58	16	72
IVNS1ABP	Bloody_Swab	Yes	0.702880887593529	0.357748827857176	0.0544140722751007	0.719953490787351	CPLM	1.054	58	39	33
